question,department,question_clean,date,answer_type,question_number,refNo,deputy,deputy_source,language,raw_question,department_paper,source_question_paragraph,source_pq_paragraph
135. Deputy John Clendennen asked the Minister for Transport for an update on the progress being made by the National Transport Authority towards a public consultation during the second half of 2027 for a potential new Tullamore Town bus service. [67620/26],Transport,the minister for transport for an update on the progress being made by the national transport authority towards a public consultation during the second half of 2027 for a potential new tullamore town bus service 67620 26,2026-09-24,written,135,67620/26,John Clendennen,JOHN CLENDENNEN,en,To ask the Minister for Transport for an update on the progress being made by the National Transport Authority towards a public consultation during the second half of 2027 for a potential new Tullamore Town bus service.,Transport,573,575
136. Deputy Séamus Mcgrath asked the Minister for Transport for an update on the establishment of a Strategic Integrated Transportation Office in Cork City. [67327/26],Transport,the minister for transport for an update on the establishment of a strategic integrated transportation office in cork city 67327 26,2026-09-24,written,136,67327/26,Séamus Mcgrath,SÉAMUS MCGRATH,en,To ask the Minister for Transport for an update on the establishment of a Strategic Integrated Transportation Office in Cork City.,Transport,577,579
"137. Deputy Michael Murphy asked the Minister for Transport if he will examine the introduction of a multidisciplinary investigation model for fatal and serious road collisions, similar to the system operating in Finland, bringing together expertise in policing, road engineering, vehicle safety, medicine and behavioural science to identify contributory factors and make recommendations aimed at preventing future collisions. [63674/26]",Transport,the minister for transport if he will examine the introduction of a multidisciplinary investigation model for fatal and serious road collisions similar to the system operating in finland bringing together expertise in policing road engineering vehicle safety medicine and behavioural science to identify contributory factors and make recommendations aimed at preventing future collisions 63674 26,2026-09-24,written,137,63674/26,Michael Murphy,MICHAEL MURPHY,en,"To ask the Minister for Transport if he will examine the introduction of a multidisciplinary investigation model for fatal and serious road collisions, similar to the system operating in Finland, bringing together expertise in policing, road engineering, vehicle safety, medicine and behavioural science to identify contributory factors and make recommendations aimed at preventing future collisions.",Transport,581,583
138. Deputy Pearse Doherty asked the Minister for Transport if he will visit Letterkenny to meet with Donegal County Council and local representatives to see at first hand the severe traffic congestion currently affecting the town; and to discuss the immediate and long-term measures required to address Letterkenny’s transport infrastructure needs. [67469/26],Transport,the minister for transport if he will visit letterkenny to meet with donegal county council and local representatives to see at first hand the severe traffic congestion currently affecting the town and to discuss the immediate and long-term measures required to address letterkenny s transport infrastructure needs 67469 26,2026-09-24,written,138,67469/26,Pearse Doherty,PEARSE DOHERTY,en,To ask the Minister for Transport if he will visit Letterkenny to meet with Donegal County Council and local representatives to see at first hand the severe traffic congestion currently affecting the town; and to discuss the immediate and long-term measures required to address Letterkenny’s transport infrastructure needs.,Transport,585,587
139. Deputy Maeve O'Connell asked the Minister for Transport if his Department are considering creating a congestion management plan for Dublin to counteract the negative impacts of traffic congestion. [66604/26],Transport,the minister for transport if his department are considering creating a congestion management plan for dublin to counteract the negative impacts of traffic congestion 66604 26,2026-09-24,written,139,66604/26,Maeve O'Connell,MAEVE O'CONNELL,en,To ask the Minister for Transport if his Department are considering creating a congestion management plan for Dublin to counteract the negative impacts of traffic congestion.,Transport,589,591
140. Deputy Pa Daly asked the Minister for Transport to report on accessibility on public transport; if he is aware of concerns that many bus stops and train platforms remain inaccessible; and if he will make a statement on the matter. [67308/26],Transport,the minister for transport to report on accessibility on public transport if he is aware of concerns that many bus stops and train platforms remain inaccessible and 67308 26,2026-09-24,written,140,67308/26,Pa Daly,PA DALY,en,To ask the Minister for Transport to report on accessibility on public transport; if he is aware of concerns that many bus stops and train platforms remain inaccessible; and if he will make a statement on the matter.,Transport,593,595
"141. Deputy Pa Daly asked the Minister for Transport further to PQ64566/26 of 16 September 2026, to provide the report (details supplied); the proportion that are new services; the proportion that are enhancements; the number he expects will actually be delivered given a similar list contained in the submission for budget 2026; if the Government will commit to providing the resources to deliver these 140 new services and enhancements; if there are specific projects that will be prioritised; and if he will make a statement on the matter. [67302/26]",Transport,the minister for transport further to pq64566 26 of 16 september 2026 to provide the report details supplied the proportion that are new services the proportion that are enhancements the number he expects will actually be delivered given a similar list contained in the submission for budget 2026 if the government will commit to providing the resources to deliver these 140 new services and enhancements if there are specific projects that will be prioritised and 67302 26,2026-09-24,written,141,67302/26,Pa Daly,PA DALY,en,"To ask the Minister for Transport further to PQ64566/26 of 16 September 2026, to provide the report (details supplied); the proportion that are new services; the proportion that are enhancements; the number he expects will actually be delivered given a similar list contained in the submission for budget 2026; if the Government will commit to providing the resources to deliver these 140 new services and enhancements; if there are specific projects that will be prioritised; and if he will make a statement on the matter.",Transport,597,599
142. Deputy Maeve O'Connell asked the Minister for Transport for an update on the work of his Department in managing and reducing traffic congestion across Dublin. [66599/26],Transport,the minister for transport for an update on the work of his department in managing and reducing traffic congestion across dublin 66599 26,2026-09-24,written,142,66599/26,Maeve O'Connell,MAEVE O'CONNELL,en,To ask the Minister for Transport for an update on the work of his Department in managing and reducing traffic congestion across Dublin.,Transport,601,603
143. Deputy Paula Butterly asked the Minister for Transport if his Department will undertake a feasibility study on the development of a North Drogheda railway station and a new railway station in Mid-Louth; and if he will make a statement on the matter. [66673/26],Transport,the minister for transport if his department will undertake a feasibility study on the development of a north drogheda railway station and a new railway station in mid-louth and 66673 26,2026-09-24,written,143,66673/26,Paula Butterly,PAULA BUTTERLY,en,To ask the Minister for Transport if his Department will undertake a feasibility study on the development of a North Drogheda railway station and a new railway station in Mid-Louth; and if he will make a statement on the matter.,Transport,605,607
144. Deputy Barry Heneghan asked the Minister for Transport for an update on the current status of the Project Four North DART+ programme; the timeline for publication of the emerging preferred option and commencement of public consultation; the anticipated timeline for progressing the project through planning and delivery. [67399/26],Transport,the minister for transport for an update on the current status of the project four north dart programme the timeline for publication of the emerging preferred option and commencement of public consultation the anticipated timeline for progressing the project through planning and delivery 67399 26,2026-09-24,written,144,67399/26,Barry Heneghan,BARRY HENEGHAN,en,To ask the Minister for Transport for an update on the current status of the Project Four North DART+ programme; the timeline for publication of the emerging preferred option and commencement of public consultation; the anticipated timeline for progressing the project through planning and delivery.,Transport,609,611
"145. Deputy Darren O'Rourke asked the Minister for Transport the number of lost kilometres on the Ratoath-Dublin 103 bus service for each of the years 2024, 2025 and to date in 2026; the efforts he is making to improve the 103 bus service and to hold Bus Éireann to account for poor performance. [66586/26]",Transport,the minister for transport the number of lost kilometres on the ratoath-dublin 103 bus service for each of the years 2024 2025 and to date in 2026 the efforts he is making to improve the 103 bus service and to hold bus éireann to account for poor performance 66586 26,2026-09-24,written,145,66586/26,Darren O'Rourke,DARREN O'ROURKE,en,"To ask the Minister for Transport the number of lost kilometres on the Ratoath-Dublin 103 bus service for each of the years 2024, 2025 and to date in 2026; the efforts he is making to improve the 103 bus service and to hold Bus Éireann to account for poor performance.",Transport,613,615
146. Deputy Ryan O'Meara asked the Minister for Transport for an update on the proposed Transport Hub in Nenagh. [67647/26],Transport,the minister for transport for an update on the proposed transport hub in nenagh 67647 26,2026-09-24,written,146,67647/26,Ryan O'Meara,RYAN O'MEARA,en,To ask the Minister for Transport for an update on the proposed Transport Hub in Nenagh.,Transport,617,619
147. Deputy Pádraig Mac Lochlainn asked the Minister for Transport if he will travel to Donegal and meet with locally elected councillors to learn at firsthand about the serious traffic management crisis in Letterkenny impacting the people of and visitors to Donegal; and the proposed local roads infrastructure projects that can address this crisis. [67363/26],Transport,the minister for transport if he will travel to donegal and meet with locally elected councillors to learn at firsthand about the serious traffic management crisis in letterkenny impacting the people of and visitors to donegal and the proposed local roads infrastructure projects that can address this crisis 67363 26,2026-09-24,written,147,67363/26,Pádraig Mac Lochlainn,PÁDRAIG MAC LOCHLAINN,en,To ask the Minister for Transport if he will travel to Donegal and meet with locally elected councillors to learn at firsthand about the serious traffic management crisis in Letterkenny impacting the people of and visitors to Donegal; and the proposed local roads infrastructure projects that can address this crisis.,Transport,621,623
148. Deputy Richard Boyd Barrett asked the Minister for Transport his plans to increase the use of public transport; and his views on whether the increased fares will have the opposite effect. [67406/26],Transport,the minister for transport his plans to increase the use of public transport and his views on whether the increased fares will have the opposite effect 67406 26,2026-09-24,written,148,67406/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Transport his plans to increase the use of public transport; and his views on whether the increased fares will have the opposite effect.,Transport,625,627
149. Deputy Ruairí Ó Murchú asked the Minister for Transport his plans to advance the introduction of simulators to training modules for learner drivers to improve road safety; and the work the RSA has done to develop the incorporation of simulators into driver training. [67426/26],Transport,the minister for transport his plans to advance the introduction of simulators to training modules for learner drivers to improve road safety and the work the rsa has done to develop the incorporation of simulators into driver training 67426 26,2026-09-24,written,149,67426/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,To ask the Minister for Transport his plans to advance the introduction of simulators to training modules for learner drivers to improve road safety; and the work the RSA has done to develop the incorporation of simulators into driver training.,Transport,629,631
150. Deputy Brendan Smith asked the Minister for Transport when a project will proceed to the next stage (details supplied). [67617/26],Transport,the minister for transport when a project will proceed to the next stage details supplied 67617 26,2026-09-24,written,150,67617/26,Brendan Smith,BRENDAN SMITH,en,To ask the Minister for Transport when a project will proceed to the next stage (details supplied).,Transport,633,635
151. Deputy Richard Boyd Barrett asked the Minister for Transport If he is considering intervening to halt proposed increases in public transport fares. [67405/26],Transport,the minister for transport if he is considering intervening to halt proposed increases in public transport fares 67405 26,2026-09-24,written,151,67405/26,Richard Boyd Barrett,RICHARD BOYD BARRETT,en,To ask the Minister for Transport If he is considering intervening to halt proposed increases in public transport fares.,Transport,637,639
"152. Deputy Matt Carthy asked the Minister for Transport if he has had any engagements with the NTA regarding the process in place for expanding existing local link routes, adding stops to routes and developing new routes; and if he will make a statement on the matter. [66800/26]",Transport,the minister for transport if he has had any engagements with the nta regarding the process in place for expanding existing local link routes adding stops to routes and developing new routes and 66800 26,2026-09-24,written,152,66800/26,Matt Carthy,MATT CARTHY,en,"To ask the Minister for Transport if he has had any engagements with the NTA regarding the process in place for expanding existing local link routes, adding stops to routes and developing new routes; and if he will make a statement on the matter.",Transport,641,643
153. Deputy Louis O'Hara asked the Minister for Transport to provide an update on the Western Rail Corridor project. [67225/26],Transport,the minister for transport to provide an update on the western rail corridor project 67225 26,2026-09-24,written,153,67225/26,Louis O'Hara,LOUIS O'HARA,en,To ask the Minister for Transport to provide an update on the Western Rail Corridor project.,Transport,645,647
154. Deputy Peter 'Chap' Cleere asked the Minister for Transport for an update of the Northern Ring Road for Kilkenny. [67470/26],Transport,the minister for transport for an update of the northern ring road for kilkenny 67470 26,2026-09-24,written,154,67470/26,Peter 'Chap' Cleere,PETER 'CHAP' CLEERE,en,To ask the Minister for Transport for an update of the Northern Ring Road for Kilkenny.,Transport,649,651
155. Deputy Claire Kerrane asked the Minister for Transport if he will ensure an earlier train service for students and patients travelling to Sligo from Boyle in County Roscommon. [66979/26],Transport,the minister for transport if he will ensure an earlier train service for students and patients travelling to sligo from boyle in county roscommon 66979 26,2026-09-24,written,155,66979/26,Claire Kerrane,CLAIRE KERRANE,en,To ask the Minister for Transport if he will ensure an earlier train service for students and patients travelling to Sligo from Boyle in County Roscommon.,Transport,653,655
156. Deputy Mark Ward asked the Minister for Transport for an update on Dart+ Southwest; when the project will be delivered; and if there will be an increase in capacity in the existing lines in advance of the project progressing. [67322/26],Transport,the minister for transport for an update on dart southwest when the project will be delivered and if there will be an increase in capacity in the existing lines in advance of the project progressing 67322 26,2026-09-24,written,156,67322/26,Mark Ward,MARK WARD,en,To ask the Minister for Transport for an update on Dart+ Southwest; when the project will be delivered; and if there will be an increase in capacity in the existing lines in advance of the project progressing.,Transport,657,659
"157. Deputy Pádraig O'Sullivan asked the Minister for Transport for a progress update on the N/M20 Cork to Limerick, N72/N73 Mallow Relief Road, Cork City Northern Transport Project, N25 Carrigtwohill to Midleton, and M28 Cork to Ringaskiddy schemes; their phase under the Infrastructure Guidelines, the allocations and drawdowns in 2026, and planning submission dates to An Coimisiún Pleanála; the status of the N/M20 business case and its timeline for Government approval; and the 2026 funding allocated to Cork City and County Councils for the Cork Northern Distributor Multi-Modal Road. [67467/26]",Transport,the minister for transport for a progress update on the n m20 cork to limerick n72 n73 mallow relief road cork city northern transport project n25 carrigtwohill to midleton and m28 cork to ringaskiddy schemes their phase under the infrastructure guidelines the allocations and drawdowns in 2026 and planning submission dates to an coimisiún pleanála the status of the n m20 business case and its timeline for government approval and the 2026 funding allocated to cork city and county councils for the cork northern distributor multi-modal road 67467 26,2026-09-24,written,157,67467/26,Pádraig O'Sullivan,PÁDRAIG O'SULLIVAN,en,"To ask the Minister for Transport for a progress update on the N/M20 Cork to Limerick, N72/N73 Mallow Relief Road, Cork City Northern Transport Project, N25 Carrigtwohill to Midleton, and M28 Cork to Ringaskiddy schemes; their phase under the Infrastructure Guidelines, the allocations and drawdowns in 2026, and planning submission dates to An Coimisiún Pleanála; the status of the N/M20 business case and its timeline for Government approval; and the 2026 funding allocated to Cork City and County Councils for the Cork Northern Distributor Multi-Modal Road.",Transport,661,663
158. Deputy Micheál Carrigy asked the Minister for Transport the timelines on the N4 project to extend the N4 beyond Mullingar to connect to the Rooskey bypass; and the progress to date. [66934/26],Transport,the minister for transport the timelines on the n4 project to extend the n4 beyond mullingar to connect to the rooskey bypass and the progress to date 66934 26,2026-09-24,written,158,66934/26,Micheál Carrigy,MICHEÁL CARRIGY,en,To ask the Minister for Transport the timelines on the N4 project to extend the N4 beyond Mullingar to connect to the Rooskey bypass; and the progress to date.,Transport,665,667
159. Deputy Barry Ward asked the Minister for Transport the position regarding any initiative his Department is progressing to improve passenger safety on public transport. [66653/26],Transport,the minister for transport the position regarding any initiative his department is progressing to improve passenger safety on public transport 66653 26,2026-09-24,written,159,66653/26,Barry Ward,BARRY WARD,en,To ask the Minister for Transport the position regarding any initiative his Department is progressing to improve passenger safety on public transport.,Transport,669,671
160. Deputy David Cullinane asked the Minister for Transport the roads and public transport funding he plans to make available to services in County Waterford. [67607/26],Transport,the minister for transport the roads and public transport funding he plans to make available to services in county waterford 67607 26,2026-09-24,written,160,67607/26,David Cullinane,DAVID CULLINANE,en,To ask the Minister for Transport the roads and public transport funding he plans to make available to services in County Waterford.,Transport,673,675
161. Deputy Roderic O'Gorman asked the Minister for Transport to provide an update on the Luas Green Line extension to Tyrrelstown. [67562/26],Transport,the minister for transport to provide an update on the luas green line extension to tyrrelstown 67562 26,2026-09-24,written,161,67562/26,Roderic O'Gorman,RODERIC O'GORMAN,en,To ask the Minister for Transport to provide an update on the Luas Green Line extension to Tyrrelstown.,Transport,677,679
"162. Deputy Paul Mcauliffe asked the Minister for Transport for the latest update and timeline of construction for the Finglas Village renewal scheme, given there are reported delays to the project which is being jointly overseen by Dublin City Council and the National Transport Authority. [67515/26]",Transport,the minister for transport for the latest update and timeline of construction for the finglas village renewal scheme given there are reported delays to the project which is being jointly overseen by dublin city council and the national transport authority 67515 26,2026-09-24,written,162,67515/26,Paul Mcauliffe,PAUL MCAULIFFE,en,"To ask the Minister for Transport for the latest update and timeline of construction for the Finglas Village renewal scheme, given there are reported delays to the project which is being jointly overseen by Dublin City Council and the National Transport Authority.",Transport,681,683
163. Deputy John Clendennen asked the Minister for Transport whether consideration is given to school and education-related travel demand when planning and expanding Local Link services in rural areas. [67621/26],Transport,the minister for transport whether consideration is given to school and education-related travel demand when planning and expanding local link services in rural areas 67621 26,2026-09-24,written,163,67621/26,John Clendennen,JOHN CLENDENNEN,en,To ask the Minister for Transport whether consideration is given to school and education-related travel demand when planning and expanding Local Link services in rural areas.,Transport,685,687
164. Deputy Shane Moynihan asked the Minister for Transport to provide an update on plans to introduce registration requirements for e-scooters; to outline the work being undertaken in developing such a system; and the anticipated timeline for its introduction. [67414/26],Transport,the minister for transport to provide an update on plans to introduce registration requirements for e-scooters the work being undertaken in developing such a system and the anticipated timeline for its introduction 67414 26,2026-09-24,written,164,67414/26,Shane Moynihan,SHANE MOYNIHAN,en,To ask the Minister for Transport to provide an update on plans to introduce registration requirements for e-scooters; to outline the work being undertaken in developing such a system; and the anticipated timeline for its introduction.,Transport,689,691
"165. Deputy Paula Butterly asked the Minister for Transport if he will consider extending the proposed DART+ network northwards beyond Drogheda to include Dunleer, County Louth; if his Department has undertaken or plans to undertake any assessment of the feasibility; and if he will make a statement on the matter. [66675/26]",Transport,the minister for transport if he will consider extending the proposed dart network northwards beyond drogheda to include dunleer county louth if his department has undertaken or plans to undertake any assessment of the feasibility and 66675 26,2026-09-24,written,165,66675/26,Paula Butterly,PAULA BUTTERLY,en,"To ask the Minister for Transport if he will consider extending the proposed DART+ network northwards beyond Drogheda to include Dunleer, County Louth; if his Department has undertaken or plans to undertake any assessment of the feasibility; and if he will make a statement on the matter.",Transport,693,695
166. Deputy Eoin Ó Broin asked the Minister for Transport when a decision will be made on the funding for Dart+ SW. [66601/26],Transport,the minister for transport when a decision will be made on the funding for dart sw 66601 26,2026-09-24,written,166,66601/26,Eoin Ó Broin,EOIN Ó BROIN,en,To ask the Minister for Transport when a decision will be made on the funding for Dart+ SW.,Transport,697,699
"167. Deputy Pádraig O'Sullivan asked the Minister for Transport the status of the three BusConnects Cork sustainable transport corridor schemes approved by Government, including the date on which the planning application for each scheme was or is due to be submitted to An Coimisiún Pleanála; the date on which the redesigned Cork bus network will commence operation; the additional fleet and driver numbers required to deliver the planned increase in service levels and the number recruited to date; and the current estimated capital cost of the programme. [67466/26]",Transport,the minister for transport the status of the three busconnects cork sustainable transport corridor schemes approved by government including the date on which the planning application for each scheme was or is due to be submitted to an coimisiún pleanála the date on which the redesigned cork bus network will commence operation the additional fleet and driver numbers required to deliver the planned increase in service levels and the number recruited to date and the current estimated capital cost of the programme 67466 26,2026-09-24,written,167,67466/26,Pádraig O'Sullivan,PÁDRAIG O'SULLIVAN,en,"To ask the Minister for Transport the status of the three BusConnects Cork sustainable transport corridor schemes approved by Government, including the date on which the planning application for each scheme was or is due to be submitted to An Coimisiún Pleanála; the date on which the redesigned Cork bus network will commence operation; the additional fleet and driver numbers required to deliver the planned increase in service levels and the number recruited to date; and the current estimated capital cost of the programme.",Transport,701,703
168. Deputy Duncan Smith asked the Minister for Transport to provide an update on the delivery of Metrolink. [67227/26],Transport,the minister for transport to provide an update on the delivery of metrolink 67227 26,2026-09-24,written,168,67227/26,Duncan Smith,DUNCAN SMITH,en,To ask the Minister for Transport to provide an update on the delivery of Metrolink.,Transport,705,707
"169. Deputy Ruairí Ó Murchú asked the Minister for Transport the reason, almost two years (October 2024) after the introduction of the hourly Enterprise train service and one year (October 2025) after the reduction in car parking capacity at Clarke Station Dundalk has there been no progress in the provision of additional car parking spaces at Dundalk station; and the plans to increase car parking at the station. [67424/26]",Transport,the minister for transport the reason almost two years october 2024 after the introduction of the hourly enterprise train service and one year october 2025 after the reduction in car parking capacity at clarke station dundalk has there been no progress in the provision of additional car parking spaces at dundalk station and the plans to increase car parking at the station 67424 26,2026-09-24,written,169,67424/26,Ruairí Ó Murchú,RUAIRÍ Ó MURCHÚ,en,"To ask the Minister for Transport the reason, almost two years (October 2024) after the introduction of the hourly Enterprise train service and one year (October 2025) after the reduction in car parking capacity at Clarke Station Dundalk has there been no progress in the provision of additional car parking spaces at Dundalk station; and the plans to increase car parking at the station.",Transport,709,711
"170. Deputy Seán Kyne asked the Minister for Transport the need to provide funding to local authorities for traffic cams and pedestrian crossings in rural towns and villages, including those on national roads; and whether he acknowledges that high speeds become a problem for safety of pedestrians and vulnerable road users. [67539/26]",Transport,the minister for transport the need to provide funding to local authorities for traffic cams and pedestrian crossings in rural towns and villages including those on national roads and whether he acknowledges that high speeds become a problem for safety of pedestrians and vulnerable road users 67539 26,2026-09-24,written,170,67539/26,Seán Kyne,SEÁN KYNE,en,"To ask the Minister for Transport the need to provide funding to local authorities for traffic cams and pedestrian crossings in rural towns and villages, including those on national roads; and whether he acknowledges that high speeds become a problem for safety of pedestrians and vulnerable road users.",Transport,713,715
171. Deputy Keira Keogh asked the Minister for Transport the measures his Department is taking to introduce effective safety measures at rail level crossings in an effort to protect individuals from further tragic accidents; and if he will make a statement on the matter. [67554/26],Transport,the minister for transport the measures his department is taking to introduce effective safety measures at rail level crossings in an effort to protect individuals from further tragic accidents and 67554 26,2026-09-24,written,171,67554/26,Keira Keogh,KEIRA KEOGH,en,To ask the Minister for Transport the measures his Department is taking to introduce effective safety measures at rail level crossings in an effort to protect individuals from further tragic accidents; and if he will make a statement on the matter.,Transport,717,719
"172. Deputy Grace Boland asked the Minister for Transport whether he will request the National Transport Authority to urgently review the 2027 fare increases applying to rail commuters in Skerries and Balbriggan, having regard to the scale and speed of the cumulative increases and the continuing capacity pressures experienced by passengers. [67093/26]",Transport,the minister for transport whether he will request the national transport authority to urgently review the 2027 fare increases applying to rail commuters in skerries and balbriggan having regard to the scale and speed of the cumulative increases and the continuing capacity pressures experienced by passengers 67093 26,2026-09-24,written,172,67093/26,Grace Boland,GRACE BOLAND,en,"To ask the Minister for Transport whether he will request the National Transport Authority to urgently review the 2027 fare increases applying to rail commuters in Skerries and Balbriggan, having regard to the scale and speed of the cumulative increases and the continuing capacity pressures experienced by passengers.",Transport,721,723
173. Deputy Mark Ward asked the Minister for Transport his views on the proposed increase in public transport fares; if this will be reconsidered in the budget; and when the fares will come into effect. [67321/26],Transport,the minister for transport his views on the proposed increase in public transport fares if this will be reconsidered in the budget and when the fares will come into effect 67321 26,2026-09-24,written,173,67321/26,Mark Ward,MARK WARD,en,To ask the Minister for Transport his views on the proposed increase in public transport fares; if this will be reconsidered in the budget; and when the fares will come into effect.,Transport,725,727
"174. Deputy Shónagh Ní Raghallaigh asked the Minister for Transport if he will intervene to reverse planned fare hikes to public transport in the new year, that will have a negative impact on commuters. [66894/26]",Transport,the minister for transport if he will intervene to reverse planned fare hikes to public transport in the new year that will have a negative impact on commuters 66894 26,2026-09-24,written,174,66894/26,Shónagh Ní Raghallaigh,SHÓNAGH NÍ RAGHALLAIGH,en,"To ask the Minister for Transport if he will intervene to reverse planned fare hikes to public transport in the new year, that will have a negative impact on commuters.",Transport,729,731
175. Deputy Joe Neville asked the Minister for Transport if his Department can provide an update on the implementation of contactless payment on our public transport services. [67630/26],Transport,the minister for transport if his department can provide an update on the implementation of contactless payment on our public transport services 67630 26,2026-09-24,written,175,67630/26,Joe Neville,JOE NEVILLE,en,To ask the Minister for Transport if his Department can provide an update on the implementation of contactless payment on our public transport services.,Transport,733,735
176. Deputy Peter 'Chap' Cleere asked the Minister for Transport if it would be possible for bus route 891 to include Hugginstown along its route. [67471/26],Transport,the minister for transport if it would be possible for bus route 891 to include hugginstown along its route 67471 26,2026-09-24,written,176,67471/26,Peter 'Chap' Cleere,PETER 'CHAP' CLEERE,en,To ask the Minister for Transport if it would be possible for bus route 891 to include Hugginstown along its route.,Transport,737,739
177. Deputy Micheál Carrigy asked the Minister for Transport the progress of the bypass for Granard and Ballymahon. [66933/26],Transport,the minister for transport the progress of the bypass for granard and ballymahon 66933 26,2026-09-24,written,177,66933/26,Micheál Carrigy,MICHEÁL CARRIGY,en,To ask the Minister for Transport the progress of the bypass for Granard and Ballymahon.,Transport,741,743
178. Deputy Gillian Toole asked the Minister for Transport if he has authority over the National Transport Authority (NTA); and if the NTA is accountable to his Department. [67016/26],Transport,the minister for transport if he has authority over the national transport authority nta and if the nta is accountable to his department 67016 26,2026-09-24,written,178,67016/26,Gillian Toole,GILLIAN TOOLE,en,To ask the Minister for Transport if he has authority over the National Transport Authority (NTA); and if the NTA is accountable to his Department.,Transport,745,747
179. Deputy Claire Kerrane asked the Minister for Transport the number of schools that will be included in round 5 funding under the Safe Routes to School Programme. [66977/26],Transport,the minister for transport the number of schools that will be included in round 5 funding under the safe routes to school programme 66977 26,2026-09-24,written,179,66977/26,Claire Kerrane,CLAIRE KERRANE,en,To ask the Minister for Transport the number of schools that will be included in round 5 funding under the Safe Routes to School Programme.,Transport,749,751
180. Deputy Matt Carthy asked the Minister for Transport the current status of the N2 Ardee to Castleblayney road scheme; and when it is envisaged that this project will be completed. [66617/26],Transport,the minister for transport the current status of the n2 ardee to castleblayney road scheme and when it is envisaged that this project will be completed 66617 26,2026-09-24,written,180,66617/26,Matt Carthy,MATT CARTHY,en,To ask the Minister for Transport the current status of the N2 Ardee to Castleblayney road scheme; and when it is envisaged that this project will be completed.,Transport,753,755
"181. Deputy Barry Heneghan asked the Minister for Transport if he could outline what actions are being taken to improve the reliability of the Dublin Bus Network in light of serious issues of 130 bus service including repeated cancellations and inconsistencies between scheduled and operated services; the number and percentage of scheduled 130 services that were cancelled or did not operate in each month of 2025 and to date in 2026, in tabular form; the reasons for these cancellations; and the measures that are being taken to improve reliability on the route. [67398/26]",Transport,the minister for transport if he could outline what actions are being taken to improve the reliability of the dublin bus network in light of serious issues of 130 bus service including repeated cancellations and inconsistencies between scheduled and operated services the number and percentage of scheduled 130 services that were cancelled or did not operate in each month of 2025 and to date in 2026 in tabular form the reasons for these cancellations and the measures that are being taken to improve reliability on the route 67398 26,2026-09-24,written,181,67398/26,Barry Heneghan,BARRY HENEGHAN,en,"To ask the Minister for Transport if he could outline what actions are being taken to improve the reliability of the Dublin Bus Network in light of serious issues of 130 bus service including repeated cancellations and inconsistencies between scheduled and operated services; the number and percentage of scheduled 130 services that were cancelled or did not operate in each month of 2025 and to date in 2026, in tabular form; the reasons for these cancellations; and the measures that are being taken to improve reliability on the route.",Transport,757,759
182. Deputy Edward Timmins asked the Minister for Transport to provide an update on the hourly train to Wicklow; and steps being taken to ensure the promised 2029 deadline is achieved. [67657/26],Transport,the minister for transport to provide an update on the hourly train to wicklow and steps being taken to ensure the promised 2029 deadline is achieved 67657 26,2026-09-24,written,182,67657/26,Edward Timmins,EDWARD TIMMINS,en,To ask the Minister for Transport to provide an update on the hourly train to Wicklow; and steps being taken to ensure the promised 2029 deadline is achieved.,Transport,761,763
183. Deputy Joe Neville asked the Minister for Transport if his Department can outline how they liaise with the NTA on introducing new bus routes and schedules in areas of growing population and if it is based on need for the service of funding made available by his Department. [67548/26],Transport,the minister for transport if his department can outline how they liaise with the nta on introducing new bus routes and schedules in areas of growing population and if it is based on need for the service of funding made available by his department 67548 26,2026-09-24,written,183,67548/26,Joe Neville,JOE NEVILLE,en,To ask the Minister for Transport if his Department can outline how they liaise with the NTA on introducing new bus routes and schedules in areas of growing population and if it is based on need for the service of funding made available by his Department.,Transport,765,767
184. Deputy Naoise Ó Muirí asked the Minister for Transport for an update on the rollout of new DART carriages; and the additional capacity each individual carriage provides. [67544/26],Transport,the minister for transport for an update on the rollout of new dart carriages and the additional capacity each individual carriage provides 67544 26,2026-09-24,written,184,67544/26,Naoise Ó Muirí,NAOISE Ó MUIRÍ,en,To ask the Minister for Transport for an update on the rollout of new DART carriages; and the additional capacity each individual carriage provides.,Transport,769,771
185. Deputy Pa Daly asked the Minister for Transport the position regarding greenways; to provide an update on the Listowel to Tralee delivery; to report on a projected timeline for delivery; and whether this will be delivered in the next 12 months. [67306/26],Transport,the minister for transport the position regarding greenways to provide an update on the listowel to tralee delivery to report on a projected timeline for delivery and whether this will be delivered in the next 12 months 67306 26,2026-09-24,written,185,67306/26,Pa Daly,PA DALY,en,To ask the Minister for Transport the position regarding greenways; to provide an update on the Listowel to Tralee delivery; to report on a projected timeline for delivery; and whether this will be delivered in the next 12 months.,Transport,773,775
186. Deputy Erin Mcgreehan asked the Minister for Transport to provide an update on his work to improve transport connections in North Louth. [67412/26],Transport,the minister for transport to provide an update on his work to improve transport connections in north louth 67412 26,2026-09-24,written,186,67412/26,Erin Mcgreehan,ERIN MCGREEHAN,en,To ask the Minister for Transport to provide an update on his work to improve transport connections in North Louth.,Transport,777,779
